[2020-06-02 21:42:51] Epoch [1/20], Step [100/1618], Loss: 5.2310, Perplexity: 186.9770, Valid Loss: 4.7678
[2020-06-03 03:56:46] Epoch [2/20], Step [900/1618], Loss: 2.7796, Perplexity: 16.1118, Valid Loss: 2.8447
[2020-06-03 04:10:03] Epoch [2/20], Step [1000/1618], Loss: 2.7396, Perplexity: 15.4810, Valid Loss: 2.8136
[2020-06-03 04:23:30] Epoch [2/20], Step [1100/1618], Loss: 2.7204, Perplexity: 15.1868, Valid Loss: 2.8048
[2020-06-03 04:37:08] Epoch [2/20], Step [1200/1618], Loss: 2.7245, Perplexity: 15.2483, Valid Loss: 2.7739
[2020-06-03 04:51:02] Epoch [2/20], Step [1300/1618], Loss: 2.7236, Perplexity: 15.2352, Valid Loss: 2.7837
[2020-06-03 05:04:39] Epoch [2/20], Step [1400/1618], Loss: 2.6793, Perplexity: 14.5743, Valid Loss: 2.7788
[2020-06-03 05:17:57] Epoch [2/20], Step [1500/1618], Loss: 2.6510, Perplexity: 14.1676, Valid Loss: 2.7283
[2020-06-03 05:31:25] Epoch [2/20], Step [1600/1618], Loss: 2.6162, Perplexity: 13.6830, Valid Loss: 2.7340
[2020-06-03 05:46:51] Epoch [3/20], Step [100/1618], Loss: 2.6377, Perplexity: 13.9817, Valid Loss: 2.7617
[2020-06-03 05:59:27] Epoch [3/20], Step [200/1618], Loss: 2.6572, Perplexity: 14.2565, Valid Loss: 2.7431
[2020-06-03 06:12:08] Epoch [3/20], Step [300/1618], Loss: 2.6440, Perplexity: 14.0697, Valid Loss: 2.6854
[2020-06-03 06:25:01] Epoch [3/20], Step [400/1618], Loss: 2.6481, Perplexity: 14.1269, Valid Loss: 2.6712
[2020-06-03 06:38:19] Epoch [3/20], Step [500/1618], Loss: 2.6441, Perplexity: 14.0713, Valid Loss: 2.6679
[2020-06-03 06:51:28] Epoch [3/20], Step [600/1618], Loss: 2.5823, Perplexity: 13.2270, Valid Loss: 2.6678
[2020-06-03 07:04:44] Epoch [3/20], Step [700/1618], Loss: 2.5406, Perplexity: 12.6877, Valid Loss: 2.6466
[2020-06-03 07:17:52] Epoch [3/20], Step [800/1618], Loss: 2.5637, Perplexity: 12.9843, Valid Loss: 2.6834
[2020-06-03 07:30:24] Epoch [3/20], Step [900/1618], Loss: 2.5707, Perplexity: 13.0749, Valid Loss: 2.6496
[2020-06-03 07:42:57] Epoch [3/20], Step [1000/1618], Loss: 2.5474, Perplexity: 12.7738, Valid Loss: 2.6717
[2020-06-03 07:55:41] Epoch [3/20], Step [1100/1618], Loss: 2.5490, Perplexity: 12.7944, Valid Loss: 2.6686
[2020-06-03 08:08:26] Epoch [3/20], Step [1200/1618], Loss: 2.5280, Perplexity: 12.5285, Valid Loss: 2.6084
[2020-06-03 08:21:39] Epoch [3/20], Step [1300/1618], Loss: 2.5227, Perplexity: 12.4621, Valid Loss: 2.6244
[2020-06-03 08:34:48] Epoch [3/20], Step [1400/1618], Loss: 2.5235, Perplexity: 12.4716, Valid Loss: 2.6385
[2020-06-03 08:47:41] Epoch [3/20], Step [1500/1618], Loss: 2.5023, Perplexity: 12.2104, Valid Loss: 2.5687
[2020-06-03 09:01:10] Epoch [3/20], Step [1600/1618], Loss: 2.5120, Perplexity: 12.3294, Valid Loss: 2.6089
[2020-06-03 09:18:01] Epoch [4/20], Step [100/1618], Loss: 2.5158, Perplexity: 12.3768, Valid Loss: 2.5804
[2020-06-03 09:31:36] Epoch [4/20], Step [200/1618], Loss: 2.5106, Perplexity: 12.3127, Valid Loss: 2.6374
[2020-06-03 09:45:02] Epoch [4/20], Step [300/1618], Loss: 2.4963, Perplexity: 12.1376, Valid Loss: 2.5629
[2020-06-03 09:59:02] Epoch [4/20], Step [400/1618], Loss: 2.4904, Perplexity: 12.0660, Valid Loss: 2.5759
[2020-06-03 10:12:24] Epoch [4/20], Step [500/1618], Loss: 2.4904, Perplexity: 12.0658, Valid Loss: 2.5666
[2020-06-03 10:25:24] Epoch [4/20], Step [600/1618], Loss: 2.4944, Perplexity: 12.1140, Valid Loss: 2.5945
[2020-06-03 10:38:37] Epoch [4/20], Step [700/1618], Loss: 2.4633, Perplexity: 11.7434, Valid Loss: 2.5645
[2020-06-03 10:51:40] Epoch [4/20], Step [800/1618], Loss: 2.4871, Perplexity: 12.0260, Valid Loss: 2.5470
[2020-06-03 11:05:16] Epoch [4/20], Step [900/1618], Loss: 2.4425, Perplexity: 11.5013, Valid Loss: 2.5473
[2020-06-03 11:18:24] Epoch [4/20], Step [1000/1618], Loss: 2.4784, Perplexity: 11.9216, Valid Loss: 2.5539
[2020-06-03 11:31:22] Epoch [4/20], Step [1100/1618], Loss: 2.4626, Perplexity: 11.7355, Valid Loss: 2.5316
[2020-06-03 11:45:17] Epoch [4/20], Step [1200/1618], Loss: 2.4434, Perplexity: 11.5123, Valid Loss: 2.5865
[2020-06-03 11:58:23] Epoch [4/20], Step [1300/1618], Loss: 2.4274, Perplexity: 11.3292, Valid Loss: 2.5460
[2020-06-03 12:11:37] Epoch [4/20], Step [1400/1618], Loss: 2.4060, Perplexity: 11.0894, Valid Loss: 2.5209
[2020-06-03 12:24:55] Epoch [4/20], Step [1500/1618], Loss: 2.4565, Perplexity: 11.6640, Valid Loss: 2.5461
[2020-06-03 12:37:59] Epoch [4/20], Step [1600/1618], Loss: 2.4492, Perplexity: 11.5790, Valid Loss: 2.5108
[2020-06-03 12:54:57] Epoch [5/20], Step [100/1618], Loss: 2.4513, Perplexity: 11.6029, Valid Loss: 2.5419
[2020-06-03 13:08:51] Epoch [5/20], Step [200/1618], Loss: 2.4556, Perplexity: 11.6537, Valid Loss: 2.5375
[2020-06-03 13:22:02] Epoch [5/20], Step [300/1618], Loss: 2.4094, Perplexity: 11.1269, Valid Loss: 2.5179
[2020-06-03 13:35:06] Epoch [5/20], Step [400/1618], Loss: 2.4479, Perplexity: 11.5638, Valid Loss: 2.4883
[2020-06-03 13:48:58] Epoch [5/20], Step [500/1618], Loss: 2.4197, Perplexity: 11.2423, Valid Loss: 2.5314
[2020-06-03 14:03:05] Epoch [5/20], Step [600/1618], Loss: 2.3932, Perplexity: 10.9480, Valid Loss: 2.4971
[2020-06-03 14:17:18] Epoch [5/20], Step [700/1618], Loss: 2.4222, Perplexity: 11.2705, Valid Loss: 2.4743
[2020-06-03 14:32:35] Epoch [5/20], Step [800/1618], Loss: 2.3837, Perplexity: 10.8445, Valid Loss: 2.5289
[2020-06-03 14:48:09] Epoch [5/20], Step [900/1618], Loss: 2.4710, Perplexity: 11.8343, Valid Loss: 2.5114
[2020-06-03 15:02:59] Epoch [5/20], Step [1000/1618], Loss: 2.4185, Perplexity: 11.2292, Valid Loss: 2.4893
[2020-06-03 15:16:39] Epoch [5/20], Step [1100/1618], Loss: 2.3666, Perplexity: 10.6606, Valid Loss: 2.5019
[2020-06-03 15:30:12] Epoch [5/20], Step [1200/1618], Loss: 2.3819, Perplexity: 10.8259, Valid Loss: 2.4921
[2020-06-03 15:43:31] Epoch [5/20], Step [1300/1618], Loss: 2.4075, Perplexity: 11.1057, Valid Loss: 2.4840
[2020-06-03 15:57:35] Epoch [5/20], Step [1400/1618], Loss: 2.4281, Perplexity: 11.3369, Valid Loss: 2.4938
[2020-06-03 16:11:12] Epoch [5/20], Step [1500/1618], Loss: 2.3703, Perplexity: 10.7011, Valid Loss: 2.4859
[2020-06-03 16:24:42] Epoch [5/20], Step [1600/1618], Loss: 2.3959, Perplexity: 10.9784, Valid Loss: 2.4652
[2020-06-03 16:41:21] Epoch [6/20], Step [100/1618], Loss: 2.3685, Perplexity: 10.6813, Valid Loss: 2.4755
[2020-06-03 16:55:42] Epoch [6/20], Step [200/1618], Loss: 2.3587, Perplexity: 10.5772, Valid Loss: 2.4979
[2020-06-03 17:09:51] Epoch [6/20], Step [300/1618], Loss: 2.3593, Perplexity: 10.5834, Valid Loss: 2.4686
[2020-06-03 17:23:51] Epoch [6/20], Step [400/1618], Loss: 2.3869, Perplexity: 10.8797, Valid Loss: 2.4562
[2020-06-03 17:37:49] Epoch [6/20], Step [500/1618], Loss: 2.3468, Perplexity: 10.4519, Valid Loss: 2.4769
[2020-06-03 17:51:46] Epoch [6/20], Step [600/1618], Loss: 2.3382, Perplexity: 10.3623, Valid Loss: 2.5038
[2020-06-03 18:05:33] Epoch [6/20], Step [700/1618], Loss: 2.3456, Perplexity: 10.4395, Valid Loss: 2.4747
[2020-06-03 18:18:39] Epoch [6/20], Step [800/1618], Loss: 2.3550, Perplexity: 10.5381, Valid Loss: 2.4871
[2020-06-03 18:31:38] Epoch [6/20], Step [900/1618], Loss: 2.3732, Perplexity: 10.7320, Valid Loss: 2.4596
[2020-06-03 18:44:43] Epoch [6/20], Step [1000/1618], Loss: 2.4064, Perplexity: 11.0938, Valid Loss: 2.4961
[2020-06-03 18:57:41] Epoch [6/20], Step [1100/1618], Loss: 2.3791, Perplexity: 10.7950, Valid Loss: 2.4678
[2020-06-03 19:10:29] Epoch [6/20], Step [1200/1618], Loss: 2.3473, Perplexity: 10.4574, Valid Loss: 2.4604
[2020-06-03 19:23:14] Epoch [6/20], Step [1300/1618], Loss: 2.3655, Perplexity: 10.6489, Valid Loss: 2.4359
[2020-06-03 19:36:38] Epoch [6/20], Step [1400/1618], Loss: 2.3248, Perplexity: 10.2245, Valid Loss: 2.4508
[2020-06-03 19:50:00] Epoch [6/20], Step [1500/1618], Loss: 2.3264, Perplexity: 10.2415, Valid Loss: 2.4366
[2020-06-03 20:03:27] Epoch [6/20], Step [1600/1618], Loss: 2.3240, Perplexity: 10.2168, Valid Loss: 2.4322
[2020-06-03 20:21:04] Epoch [7/20], Step [100/1618], Loss: 2.3084, Perplexity: 10.0579, Valid Loss: 2.5018
[2020-06-03 20:36:29] Epoch [7/20], Step [200/1618], Loss: 2.3244, Perplexity: 10.2206, Valid Loss: 2.4568
[2020-06-03 20:52:01] Epoch [7/20], Step [300/1618], Loss: 2.3155, Perplexity: 10.1296, Valid Loss: 2.4353
[2020-06-03 21:06:19] Epoch [7/20], Step [400/1618], Loss: 2.3272, Perplexity: 10.2491, Valid Loss: 2.4659
[2020-06-03 21:20:20] Epoch [7/20], Step [500/1618], Loss: 2.3173, Perplexity: 10.1483, Valid Loss: 2.4846
[2020-06-03 21:34:04] Epoch [7/20], Step [600/1618], Loss: 2.3020, Perplexity: 9.9937, Valid Loss: 2.4763
[2020-06-03 21:48:00] Epoch [7/20], Step [700/1618], Loss: 2.3467, Perplexity: 10.4515, Valid Loss: 2.4580
[2020-06-03 22:02:14] Epoch [7/20], Step [800/1618], Loss: 2.3387, Perplexity: 10.3678, Valid Loss: 2.4297
[2020-06-03 22:16:38] Epoch [7/20], Step [900/1618], Loss: 2.3072, Perplexity: 10.0467, Valid Loss: 2.4550
[2020-06-03 22:31:06] Epoch [7/20], Step [1000/1618], Loss: 2.3190, Perplexity: 10.1655, Valid Loss: 2.4427
[2020-06-03 22:45:15] Epoch [7/20], Step [1100/1618], Loss: 2.3226, Perplexity: 10.2022, Valid Loss: 2.4378
[2020-06-03 22:58:42] Epoch [7/20], Step [1200/1618], Loss: 2.3144, Perplexity: 10.1191, Valid Loss: 2.4534
[2020-06-03 23:12:17] Epoch [7/20], Step [1300/1618], Loss: 2.2884, Perplexity: 9.8591, Valid Loss: 2.4369
[2020-06-03 23:25:35] Epoch [7/20], Step [1400/1618], Loss: 2.2881, Perplexity: 9.8560, Valid Loss: 2.4504
[2020-06-03 23:38:43] Epoch [7/20], Step [1500/1618], Loss: 2.2944, Perplexity: 9.9189, Valid Loss: 2.4669
[2020-06-03 23:52:04] Epoch [7/20], Step [1600/1618], Loss: 2.3224, Perplexity: 10.1997, Valid Loss: 2.4401
[2020-06-04 00:08:08] Epoch [8/20], Step [100/1618], Loss: 2.3062, Perplexity: 10.0363, Valid Loss: 2.4518
[2020-06-04 00:21:47] Epoch [8/20], Step [200/1618], Loss: 2.3482, Perplexity: 10.4670, Valid Loss: 2.4216
[2020-06-04 00:35:53] Epoch [8/20], Step [300/1618], Loss: 2.3340, Perplexity: 10.3192, Valid Loss: 2.4412
[2020-06-04 00:49:47] Epoch [8/20], Step [400/1618], Loss: 2.3268, Perplexity: 10.2454, Valid Loss: 2.4554
[2020-06-04 01:03:49] Epoch [8/20], Step [500/1618], Loss: 2.3071, Perplexity: 10.0454, Valid Loss: 2.4363
[2020-06-04 01:17:22] Epoch [8/20], Step [600/1618], Loss: 2.2611, Perplexity: 9.5938, Valid Loss: 2.4458
[2020-06-04 01:30:54] Epoch [8/20], Step [700/1618], Loss: 2.2740, Perplexity: 9.7181, Valid Loss: 2.4241
[2020-06-04 01:44:29] Epoch [8/20], Step [800/1618], Loss: 2.3013, Perplexity: 9.9872, Valid Loss: 2.4543
[2020-06-04 01:58:07] Epoch [8/20], Step [900/1618], Loss: 2.2865, Perplexity: 9.8401, Valid Loss: 2.4364
[2020-06-04 02:11:41] Epoch [8/20], Step [1000/1618], Loss: 2.2949, Perplexity: 9.9230, Valid Loss: 2.4330
[2020-06-04 02:25:28] Epoch [8/20], Step [1100/1618], Loss: 2.3044, Perplexity: 10.0186, Valid Loss: 2.4191
[2020-06-04 02:40:12] Epoch [8/20], Step [1200/1618], Loss: 2.2858, Perplexity: 9.8334, Valid Loss: 2.4689
[2020-06-04 02:54:26] Epoch [8/20], Step [1300/1618], Loss: 2.2760, Perplexity: 9.7378, Valid Loss: 2.4058
[2020-06-04 03:09:07] Epoch [8/20], Step [1400/1618], Loss: 2.3257, Perplexity: 10.2335, Valid Loss: 2.4438
[2020-06-04 03:23:22] Epoch [8/20], Step [1500/1618], Loss: 2.2899, Perplexity: 9.8738, Valid Loss: 2.4211
[2020-06-04 03:38:16] Epoch [8/20], Step [1600/1618], Loss: 2.3056, Perplexity: 10.0306, Valid Loss: 2.4318
[2020-06-04 03:55:55] Epoch [9/20], Step [100/1618], Loss: 2.3015, Perplexity: 9.9893, Valid Loss: 2.4292
[2020-06-04 04:11:00] Epoch [9/20], Step [200/1618], Loss: 2.2988, Perplexity: 9.9623, Valid Loss: 2.4195
[2020-06-04 04:25:24] Epoch [9/20], Step [300/1618], Loss: 2.2750, Perplexity: 9.7281, Valid Loss: 2.4206
[2020-06-04 04:38:54] Epoch [9/20], Step [400/1618], Loss: 2.2907, Perplexity: 9.8821, Valid Loss: 2.4286
[2020-06-04 04:52:24] Epoch [9/20], Step [500/1618], Loss: 2.2663, Perplexity: 9.6435, Valid Loss: 2.4110
[2020-06-04 05:06:13] Epoch [9/20], Step [600/1618], Loss: 2.2633, Perplexity: 9.6149, Valid Loss: 2.4242
[2020-06-04 05:19:35] Epoch [9/20], Step [700/1618], Loss: 2.2605, Perplexity: 9.5877, Valid Loss: 2.4399
[2020-06-04 05:32:50] Epoch [9/20], Step [800/1618], Loss: 2.2707, Perplexity: 9.6864, Valid Loss: 2.4097
[2020-06-04 05:45:59] Epoch [9/20], Step [900/1618], Loss: 2.2638, Perplexity: 9.6198, Valid Loss: 2.4010
[2020-06-04 05:59:26] Epoch [9/20], Step [1000/1618], Loss: 2.2748, Perplexity: 9.7256, Valid Loss: 2.4365
[2020-06-04 06:13:07] Epoch [9/20], Step [1100/1618], Loss: 2.2629, Perplexity: 9.6106, Valid Loss: 2.3880
[2020-06-04 06:26:48] Epoch [9/20], Step [1200/1618], Loss: 2.2913, Perplexity: 9.8879, Valid Loss: 2.3977
[2020-06-04 06:40:16] Epoch [9/20], Step [1300/1618], Loss: 2.2774, Perplexity: 9.7515, Valid Loss: 2.4116
[2020-06-04 06:53:30] Epoch [9/20], Step [1400/1618], Loss: 2.2882, Perplexity: 9.8574, Valid Loss: 2.4237
[2020-06-04 07:06:44] Epoch [9/20], Step [1500/1618], Loss: 2.2770, Perplexity: 9.7472, Valid Loss: 2.4142
[2020-06-04 07:19:53] Epoch [9/20], Step [1600/1618], Loss: 2.3101, Perplexity: 10.0752, Valid Loss: 2.4171
[2020-06-04 07:35:59] Epoch [10/20], Step [100/1618], Loss: 2.2394, Perplexity: 9.3877, Valid Loss: 2.4430
[2020-06-04 07:49:35] Epoch [10/20], Step [200/1618], Loss: 2.2442, Perplexity: 9.4324, Valid Loss: 2.4333
[2020-06-04 08:03:20] Epoch [10/20], Step [300/1618], Loss: 2.2759, Perplexity: 9.7370, Valid Loss: 2.4577
[2020-06-04 08:16:32] Epoch [10/20], Step [400/1618], Loss: 2.2795, Perplexity: 9.7716, Valid Loss: 2.4425
[2020-06-04 08:29:37] Epoch [10/20], Step [500/1618], Loss: 2.2879, Perplexity: 9.8538, Valid Loss: 2.4040
[2020-06-04 08:43:21] Epoch [10/20], Step [600/1618], Loss: 2.2553, Perplexity: 9.5381, Valid Loss: 2.4067
[2020-06-04 08:56:39] Epoch [10/20], Step [700/1618], Loss: 2.2812, Perplexity: 9.7887, Valid Loss: 2.3868
[2020-06-04 09:10:41] Epoch [10/20], Step [800/1618], Loss: 2.2587, Perplexity: 9.5706, Valid Loss: 2.3819
[2020-06-04 09:25:13] Epoch [10/20], Step [900/1618], Loss: 2.2582, Perplexity: 9.5662, Valid Loss: 2.4203
[2020-06-04 09:39:48] Epoch [10/20], Step [1000/1618], Loss: 2.2356, Perplexity: 9.3519, Valid Loss: 2.3913
[2020-06-04 09:54:04] Epoch [10/20], Step [1100/1618], Loss: 2.2782, Perplexity: 9.7588, Valid Loss: 2.4063
[2020-06-04 10:07:32] Epoch [10/20], Step [1200/1618], Loss: 2.2628, Perplexity: 9.6103, Valid Loss: 2.3830
[2020-06-04 10:21:12] Epoch [10/20], Step [1300/1618], Loss: 2.2224, Perplexity: 9.2291, Valid Loss: 2.3854
[2020-06-04 10:34:31] Epoch [10/20], Step [1400/1618], Loss: 2.2669, Perplexity: 9.6493, Valid Loss: 2.3916
[2020-06-04 10:48:02] Epoch [10/20], Step [1500/1618], Loss: 2.2232, Perplexity: 9.2372, Valid Loss: 2.3906
[2020-06-04 11:01:12] Epoch [10/20], Step [1600/1618], Loss: 2.2694, Perplexity: 9.6735, Valid Loss: 2.3914
[2020-06-04 11:17:33] Epoch [11/20], Step [100/1618], Loss: 2.2627, Perplexity: 9.6085, Valid Loss: 2.4176
[2020-06-04 11:31:53] Epoch [11/20], Step [200/1618], Loss: 2.2068, Perplexity: 9.0864, Valid Loss: 2.4312
[2020-06-04 11:46:22] Epoch [11/20], Step [300/1618], Loss: 2.2346, Perplexity: 9.3431, Valid Loss: 2.3945
[2020-06-04 12:00:01] Epoch [11/20], Step [400/1618], Loss: 2.2396, Perplexity: 9.3900, Valid Loss: 2.4147
[2020-06-04 12:13:14] Epoch [11/20], Step [500/1618], Loss: 2.2347, Perplexity: 9.3441, Valid Loss: 2.4055
[2020-06-04 12:26:37] Epoch [11/20], Step [600/1618], Loss: 2.2457, Perplexity: 9.4467, Valid Loss: 2.4147
[2020-06-04 12:39:56] Epoch [11/20], Step [700/1618], Loss: 2.2389, Perplexity: 9.3833, Valid Loss: 2.4024
[2020-06-04 12:53:35] Epoch [11/20], Step [800/1618], Loss: 2.2535, Perplexity: 9.5211, Valid Loss: 2.3773
[2020-06-04 13:08:04] Epoch [11/20], Step [900/1618], Loss: 2.2536, Perplexity: 9.5222, Valid Loss: 2.4052
[2020-06-04 13:22:45] Epoch [11/20], Step [1000/1618], Loss: 2.2751, Perplexity: 9.7285, Valid Loss: 2.4035
[2020-06-04 13:37:19] Epoch [11/20], Step [1100/1618], Loss: 2.2423, Perplexity: 9.4150, Valid Loss: 2.4022
[2020-06-04 13:51:40] Epoch [11/20], Step [1200/1618], Loss: 2.2293, Perplexity: 9.2931, Valid Loss: 2.4004
[2020-06-04 14:05:55] Epoch [11/20], Step [1300/1618], Loss: 2.2668, Perplexity: 9.6482, Valid Loss: 2.4036
[2020-06-04 14:19:32] Epoch [11/20], Step [1400/1618], Loss: 2.2464, Perplexity: 9.4540, Valid Loss: 2.3936
[2020-06-04 14:32:42] Epoch [11/20], Step [1500/1618], Loss: 2.2079, Perplexity: 9.0970, Valid Loss: 2.3886
[2020-06-04 14:46:06] Epoch [11/20], Step [1600/1618], Loss: 2.2644, Perplexity: 9.6252, Valid Loss: 2.4008
[2020-06-04 15:02:29] Epoch [12/20], Step [100/1618], Loss: 2.2333, Perplexity: 9.3304, Valid Loss: 2.3787
[2020-06-04 15:16:05] Epoch [12/20], Step [200/1618], Loss: 2.2816, Perplexity: 9.7921, Valid Loss: 2.4007
[2020-06-04 15:29:31] Epoch [12/20], Step [300/1618], Loss: 2.2454, Perplexity: 9.4443, Valid Loss: 2.4012
[2020-06-04 15:43:22] Epoch [12/20], Step [400/1618], Loss: 2.2495, Perplexity: 9.4826, Valid Loss: 2.3986
[2020-06-04 15:57:00] Epoch [12/20], Step [500/1618], Loss: 2.2297, Perplexity: 9.2972, Valid Loss: 2.3909
[2020-06-04 16:10:37] Epoch [12/20], Step [600/1618], Loss: 2.2473, Perplexity: 9.4619, Valid Loss: 2.4182
[2020-06-04 16:23:48] Epoch [12/20], Step [700/1618], Loss: 2.2607, Perplexity: 9.5900, Valid Loss: 2.3639
[2020-06-04 16:37:03] Epoch [12/20], Step [800/1618], Loss: 2.2075, Perplexity: 9.0925, Valid Loss: 2.4227
[2020-06-04 16:50:22] Epoch [12/20], Step [900/1618], Loss: 2.2048, Perplexity: 9.0681, Valid Loss: 2.4035
[2020-06-04 17:03:51] Epoch [12/20], Step [1000/1618], Loss: 2.2469, Perplexity: 9.4584, Valid Loss: 2.4011
[2020-06-04 17:16:45] Epoch [12/20], Step [1100/1618], Loss: 2.2073, Perplexity: 9.0910, Valid Loss: 2.4242
[2020-06-04 17:29:47] Epoch [12/20], Step [1200/1618], Loss: 2.2519, Perplexity: 9.5062, Valid Loss: 2.4113
[2020-06-04 17:42:58] Epoch [12/20], Step [1300/1618], Loss: 2.2241, Perplexity: 9.2455, Valid Loss: 2.3892
[2020-06-04 17:55:49] Epoch [12/20], Step [1400/1618], Loss: 2.2244, Perplexity: 9.2479, Valid Loss: 2.4017
[2020-06-04 18:08:43] Epoch [12/20], Step [1500/1618], Loss: 2.2179, Perplexity: 9.1884, Valid Loss: 2.4034
[2020-06-04 18:21:36] Epoch [12/20], Step [1600/1618], Loss: 2.2830, Perplexity: 9.8061, Valid Loss: 2.3923
[2020-06-04 18:37:27] Epoch [13/20], Step [100/1618], Loss: 2.2156, Perplexity: 9.1666, Valid Loss: 2.3806
[2020-06-04 18:51:47] Epoch [13/20], Step [200/1618], Loss: 2.2427, Perplexity: 9.4191, Valid Loss: 2.3730
[2020-06-04 19:05:49] Epoch [13/20], Step [300/1618], Loss: 2.2502, Perplexity: 9.4895, Valid Loss: 2.4029
[2020-06-04 19:19:18] Epoch [13/20], Step [400/1618], Loss: 2.2192, Perplexity: 9.2004, Valid Loss: 2.3863
[2020-06-04 19:32:39] Epoch [13/20], Step [500/1618], Loss: 2.2380, Perplexity: 9.3746, Valid Loss: 2.3630
[2020-06-04 19:46:45] Epoch [13/20], Step [600/1618], Loss: 2.2282, Perplexity: 9.2835, Valid Loss: 2.4207
[2020-06-04 20:01:30] Epoch [13/20], Step [700/1618], Loss: 2.1949, Perplexity: 8.9791, Valid Loss: 2.4197
[2020-06-04 20:16:22] Epoch [13/20], Step [800/1618], Loss: 2.1901, Perplexity: 8.9361, Valid Loss: 2.3818
[2020-06-04 20:30:52] Epoch [13/20], Step [900/1618], Loss: 2.2249, Perplexity: 9.2523, Valid Loss: 2.4199
[2020-06-04 20:45:41] Epoch [13/20], Step [1000/1618], Loss: 2.2137, Perplexity: 9.1497, Valid Loss: 2.3873
[2020-06-04 20:59:48] Epoch [13/20], Step [1100/1618], Loss: 2.1996, Perplexity: 9.0216, Valid Loss: 2.4060
[2020-06-04 21:14:09] Epoch [13/20], Step [1200/1618], Loss: 2.2112, Perplexity: 9.1270, Valid Loss: 2.4156
[2020-06-04 21:28:36] Epoch [13/20], Step [1300/1618], Loss: 2.2223, Perplexity: 9.2286, Valid Loss: 2.4041
[2020-06-04 21:43:32] Epoch [13/20], Step [1400/1618], Loss: 2.1681, Perplexity: 8.7413, Valid Loss: 2.3637
[2020-06-04 21:58:03] Epoch [13/20], Step [1500/1618], Loss: 2.2081, Perplexity: 9.0982, Valid Loss: 2.4238
[2020-06-04 22:12:33] Epoch [13/20], Step [1600/1618], Loss: 2.2090, Perplexity: 9.1068, Valid Loss: 2.3967
[2020-06-04 22:30:25] Epoch [14/20], Step [100/1618], Loss: 2.2181, Perplexity: 9.1900, Valid Loss: 2.4384
